url,n_stars,created_at,updated_at,pushed_at,is_fork,archived_at,is_template,license,primary_language,topics,description
projectdiscovery/mapcidr,778,2020-08-21T14:57:44Z,2023-07-01T13:14:08Z,2023-06-26T21:56:56Z,False,,False,MIT License,Go,"['cidr', 'subnetting', 'subnetwork', 'cidr-ranges']",Small utility program to perform multiple operations for a given subnet/CIDR ranges.
projectdiscovery/ratelimit,17,2022-10-04T23:16:58Z,2023-06-22T14:10:21Z,2023-07-02T00:08:44Z,False,,False,MIT License,Go,[],A Golang blocking rate limit implementation
projectdiscovery/rawhttp,113,2020-08-23T20:51:28Z,2023-06-22T14:08:49Z,2023-06-28T19:51:51Z,False,,False,MIT License,Go,"['httpclient', 'go', 'golang', 'rawhttp', 'lib']",Raw HTTP client in Go for complete request control and customization.  
projectdiscovery/reflectutil,2,2021-07-14T07:22:21Z,2023-01-27T19:54:48Z,2022-10-23T08:26:53Z,False,2022-10-23T15:27:18Z,False,MIT License,Go,[],Library containing reflection helpers
projectdiscovery/retryabledns,95,2020-04-02T23:26:19Z,2023-06-06T09:00:49Z,2023-06-26T14:58:16Z,False,,False,MIT License,Go,[],Retryable DNS client in Go
projectdiscovery/retryablehttp-go,81,2020-04-04T11:36:00Z,2023-06-01T04:39:07Z,2023-06-26T14:03:01Z,False,,False,Mozilla Public License 2.0,Go,[],Package retryablehttp provides a familiar HTTP client interface with automatic retries and exponential backoff
projectdiscovery/sliceutil,5,2021-05-18T17:54:51Z,2022-11-16T05:55:44Z,2022-10-23T05:52:38Z,False,2022-11-16T05:55:44Z,False,MIT License,Go,[],sliceutils helpers - Moved at https://github.com/projectdiscovery/utils
projectdiscovery/stringsutil,6,2021-04-13T21:32:48Z,2023-05-08T19:58:10Z,2023-05-08T19:57:59Z,False,2023-05-08T19:58:10Z,False,MIT License,Go,[],Strings helper - Moved at https://github.com/projectdiscovery/utils
projectdiscovery/subfinder,7815,2018-03-31T09:44:57Z,2023-07-02T17:45:15Z,2023-07-02T17:42:10Z,False,,False,MIT License,Go,"['subdomain-enumeration', 'osint', 'subdomains', 'bugbounty', 'reconnaissance', 'hacking']",Fast passive subdomain enumeration tool.
projectdiscovery/utils,49,2022-10-31T16:09:07Z,2023-06-13T02:21:30Z,2023-07-02T00:29:50Z,False,,False,MIT License,Go,['lib'],Helper Libraries
prometheus/alertmanager,5772,2013-07-16T15:06:31Z,2023-07-01T20:08:32Z,2023-07-01T15:38:09Z,False,,False,Apache License 2.0,Go,"['monitoring', 'alertmanager', 'pagerduty', 'email', 'notifications', 'opsgenie', 'slack', 'deduplication', 'hacktoberfest']",Prometheus Alertmanager
prometheus/blackbox_exporter,3704,2015-09-05T14:45:00Z,2023-07-02T15:02:47Z,2023-07-01T21:47:50Z,False,,False,Apache License 2.0,Go,"['blackbox-exporter', 'icmp', 'prometheus-exporter', 'prometheus']",Blackbox prober exporter
prometheus/client_golang,4660,2013-01-25T16:32:46Z,2023-07-01T05:36:53Z,2023-07-01T09:35:34Z,False,,False,Apache License 2.0,Go,[],Prometheus instrumentation library for Go applications
prometheus/client_java,1992,2013-02-03T22:55:49Z,2023-06-30T02:11:03Z,2023-07-02T16:17:04Z,False,,False,Apache License 2.0,Java,"['instrumentation', 'java', 'metrics', 'prometheus']",Prometheus instrumentation library for JVM applications
prometheus/client_model,62,2013-05-27T18:20:43Z,2023-04-29T22:53:18Z,2023-05-03T15:38:15Z,False,,False,Apache License 2.0,Makefile,[],Data model artifacts for Prometheus.
prometheus/client_python,3420,2015-02-10T22:47:25Z,2023-07-01T07:21:37Z,2023-06-26T19:37:23Z,False,,False,Apache License 2.0,Python,"['instrumentation', 'python', 'prometheus', 'metrics']",Prometheus instrumentation library for Python applications
prometheus/common,235,2015-06-12T14:33:30Z,2023-06-17T18:20:24Z,2023-07-01T17:19:37Z,False,,False,Apache License 2.0,Go,[],Go libraries shared across Prometheus components and libraries.
prometheus/exporter-toolkit,202,2020-06-03T19:35:39Z,2023-07-01T03:07:26Z,2023-07-01T08:28:15Z,False,,False,Apache License 2.0,Go,"['prometheus', 'prometheus-exporter', 'golang', 'go', 'hacktoberfest']",Utility package to build exporters
prometheus/jmx_exporter,2665,2014-02-25T10:55:39Z,2023-07-01T20:07:31Z,2023-06-30T20:13:52Z,False,,False,Apache License 2.0,Java,"['jmx', 'prometheus', 'mbean', 'java-agent', 'monitoring', 'prometheus-exporter']",A process for exposing JMX Beans via HTTP for Prometheus consumption
prometheus/node_exporter,9065,2013-04-18T14:44:52Z,2023-07-02T13:05:08Z,2023-07-02T11:48:10Z,False,,False,Apache License 2.0,Go,"['prometheus-exporter', 'prometheus', 'node-metrics', 'machine-metrics', 'host-metrics', 'metrics', 'procfs', 'system-information', 'system-metrics']",Exporter for machine metrics
prometheus/procfs,658,2014-12-22T18:16:52Z,2023-06-30T10:08:29Z,2023-07-02T05:48:51Z,False,,False,Apache License 2.0,Go,"['procfs', 'pseudo-filesystem-proc', 'process-metrics', 'kernel', 'go', 'process', 'prometheus']","procfs provides functions to retrieve system, kernel and process metrics from the pseudo-filesystem proc."
prometheus/prom2json,316,2014-07-03T14:33:07Z,2023-06-26T09:38:07Z,2023-07-01T20:40:35Z,False,,False,Apache License 2.0,Go,[],A tool to scrape a Prometheus client and dump the result as JSON.
prometheus/prometheus,48831,2012-11-24T11:14:12Z,2023-07-02T10:25:11Z,2023-07-02T09:00:56Z,False,,False,Apache License 2.0,Go,"['monitoring', 'metrics', 'alerting', 'graphing', 'time-series', 'prometheus', 'hacktoberfest']",The Prometheus monitoring system and time series database.
prometheus/promu,245,2016-04-08T07:40:18Z,2023-06-23T12:23:32Z,2023-07-01T12:04:19Z,False,,False,Apache License 2.0,Go,"['golang', 'circleci', 'prometheus-utility']",Prometheus Utility Tool
prometheus/pushgateway,2613,2014-01-29T13:09:53Z,2023-07-01T07:01:46Z,2023-07-01T20:40:17Z,False,,False,Apache License 2.0,Go,['hacktoberfest'],Push acceptor for ephemeral and batch jobs.
prometheus-junkyard/tsdb,834,2016-11-15T14:50:03Z,2023-06-18T06:43:34Z,2019-08-13T10:12:49Z,False,2019-08-13T18:00:29Z,False,Apache License 2.0,Go,[],The Prometheus time series database layer.
promises-aplus/promises-tests,905,2012-10-31T20:21:04Z,2023-06-21T08:39:41Z,2022-12-28T04:19:23Z,False,,False,Other,JavaScript,[],Compliances tests for Promises/A+
prompt-toolkit/ptpython,4775,2014-09-29T10:11:42Z,2023-06-30T04:00:58Z,2023-04-16T03:45:23Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,[],A better Python REPL
prompt-toolkit/python-prompt-toolkit,8427,2014-01-25T22:12:08Z,2023-07-02T17:25:50Z,2023-06-29T00:22:51Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,[],Library for building powerful interactive command line applications in Python
pronovic/banner,1,2020-10-21T18:09:34Z,2022-10-17T00:38:01Z,2022-10-17T00:20:35Z,False,,False,GNU General Public License v2.0,Shell,"['banner', 'unix', 'utility']",Classic-style UNIX banner program
proper-testing/proper,857,2010-06-01T19:41:33Z,2023-06-13T08:50:26Z,2023-05-18T09:19:29Z,False,,False,GNU General Public License v3.0,Erlang,"['erlang', 'release-badge', 'codecov-badge', 'erlang-versions-badge']",PropEr: a QuickCheck-inspired property-based testing tool for Erlang
protobuf-c/protobuf-c,2375,2013-11-16T02:33:30Z,2023-06-30T23:55:31Z,2023-07-02T06:55:14Z,False,,False,Other,C++,[],Protocol Buffers implementation in C
protocolbuffers/protobuf,59927,2014-08-26T15:52:15Z,2023-07-02T15:55:17Z,2023-07-02T01:31:57Z,False,,False,Other,C++,"['protobuf', 'protocol-buffers', 'protocol-compiler', 'protobuf-runtime', 'protoc', 'serialization', 'marshalling', 'rpc']",Protocol Buffers - Google's data interchange format
protocolbuffers/protobuf-go,2274,2019-03-26T06:26:40Z,2023-07-02T09:34:40Z,2023-06-26T11:33:09Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Go,"['go', 'golang', 'protobufs', 'protocol-buffers']",Go support for Google's protocol buffers
proxytunnel/proxytunnel,375,2012-08-24T23:12:02Z,2023-06-22T17:21:11Z,2023-05-06T00:50:15Z,False,,False,Other,C,[],Stealth tunneling through HTTP(S) proxies
proycon/pynlpl,464,2010-07-06T11:42:27Z,2023-06-11T23:24:26Z,2019-03-13T18:03:41Z,False,,False,GNU General Public License v3.0,Python,"['nlp', 'python', 'computational-linguistics', 'linguistics', 'library', 'folia', 'machine-learning', 'language-modelling', 'search-algorithms', 'evaluation-metrics', 'text-processing', 'nlp-library', 'natural-language-processing']","PyNLPl, pronounced as 'pineapple', is a Python library for Natural Language Processing. It contains various modules useful for common, and less common, NLP tasks. PyNLPl can be used for basic tasks such as the extraction of n-grams and frequency lists, and to build simple language model. There are also more complex data types and algorithms. Moreover, there are parsers for file formats common in NLP (e.g. FoLiA/Giza/Moses/ARPA/Timbl/CQL). There are also clients to interface with various NLP specific servers. PyNLPl most notably features a very extensive library for working with FoLiA XML (Format for Linguistic Annotation)."
prusa3d/PrusaSlicer,6412,2016-03-01T14:26:57Z,2023-07-02T16:34:58Z,2023-06-30T15:17:51Z,False,,False,GNU Affero General Public License v3.0,C++,[],"G-code generator for 3D printers (RepRap, Makerbot, Ultimaker etc.)"
pseewald/fprettify,306,2016-08-26T19:52:37Z,2023-06-30T16:49:53Z,2023-03-31T15:12:44Z,False,,False,Other,Python,"['fortran', 'developer-tools', 'auto-formatter', 'coding-style']",auto-formatter for modern fortran source code
psf/black,32787,2018-03-14T19:54:45Z,2023-07-02T15:28:21Z,2023-07-02T17:06:18Z,False,,False,MIT License,Python,"['python', 'code', 'formatter', 'codeformatter', 'gofmt', 'yapf', 'autopep8', 'pre-commit-hook', 'hacktoberfest']",The uncompromising Python code formatter
psi-im/jdns,11,2014-03-30T19:44:59Z,2021-08-08T20:27:31Z,2020-05-23T08:43:37Z,False,,False,MIT License,C,[],"JDNS is a simple DNS implementation that can perform normal DNS queries of any record type (notably SRV), as well as Multicast DNS queries and advertising.  Multicast support is based on Jeremie Miller's ""mdnsd"" implementation."
psieg/Lightpack,1391,2014-12-21T17:23:49Z,2023-06-28T10:21:49Z,2023-03-24T19:39:27Z,True,,False,GNU General Public License v3.0,C,[],Lightpack and Prismatik open repository
psifidotos/applet-window-buttons,373,2018-10-29T18:23:08Z,2023-06-25T23:17:28Z,2023-05-10T20:32:44Z,False,,False,GNU General Public License v2.0,C++,[],Plasma 5 applet in order to show window buttons in your panels
psss/did,205,2015-04-20T09:54:18Z,2023-05-15T12:52:46Z,2023-06-30T08:25:34Z,False,,False,GNU General Public License v2.0,Python,"['reports', 'hacktoberfest']","What did you do last week, month, year?"
teemtee/fmf,17,2018-01-18T16:38:05Z,2023-06-06T07:50:35Z,2023-06-12T11:42:21Z,False,,False,GNU General Public License v2.0,Python,"['metadata', 'testing', 'yaml']",Flexible Metadata Format
psss/python-nitrate,7,2012-11-15T08:46:21Z,2022-11-30T18:50:26Z,2023-04-19T16:26:44Z,False,,False,GNU Lesser General Public License v2.1,Python,[],Python API for the Nitrate test case management system
totdb/pycanberra,7,2010-12-21T08:54:23Z,2016-02-18T14:35:43Z,2017-03-11T12:50:27Z,False,,False,GNU Lesser General Public License v2.1,Python,[],A ctypes wrapper for the libcanberra api
psypanda/hashID,1237,2013-01-10T17:14:22Z,2023-06-21T21:19:03Z,2022-06-20T20:26:25Z,False,,False,,Python,[],Software to identify the different types of hashes -
pszafer/epson_projector,17,2018-05-29T17:48:08Z,2023-06-14T13:07:51Z,2022-11-19T20:39:12Z,False,,False,MIT License,Python,[],
ptesarik/libkdumpfile,16,2014-10-21T07:39:33Z,2023-06-16T07:36:42Z,2023-02-24T20:10:20Z,False,,False,Other,C,[],Kernel coredump file access
puiterwijk/python-openid-cla,0,2013-06-01T23:00:50Z,2015-05-23T04:43:48Z,2015-06-16T16:27:05Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,[],CLA extension for python-openid
puiterwijk/python-openid-teams,4,2013-05-16T20:05:04Z,2019-08-13T15:20:54Z,2018-06-19T14:31:02Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,[],Teams extension for python-openid
puiterwijk/python-openidc-client,6,2017-03-16T07:02:28Z,2022-01-19T16:33:28Z,2022-06-16T22:59:48Z,False,,False,Other,Python,[],A CLI python OpenID Connect client with token caching and management
pulb/mailnag,247,2011-06-25T14:17:47Z,2023-05-26T00:40:43Z,2022-05-17T12:42:33Z,False,,False,GNU General Public License v2.0,Python,[],An extensible mail notification daemon
pupnp/pupnp,302,2010-08-23T03:03:20Z,2023-06-29T03:55:21Z,2023-04-30T22:40:18Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",C,"['upnp-library', 'upnp', 'c', 'library', 'xml', 'ssdp', 'dlna', 'sdk']","libupnp: Build UPnP-compliant control points, devices, and bridges on several operating systems."
voxpupuli/puppet-corosync,45,2012-03-14T23:30:40Z,2023-03-28T12:12:57Z,2023-07-01T13:45:21Z,False,,False,Apache License 2.0,Ruby,"['linux-puppet-module', 'puppet', 'hacktoberfest', 'centos-puppet-module', 'debian-puppet-module', 'redhat-puppet-module', 'sles-puppet-module', 'ubuntu-puppet-module']",Sets up and manages Corosync.
voxpupuli/puppet-kafka,31,2014-05-22T15:57:31Z,2023-05-18T15:20:07Z,2023-07-01T13:47:55Z,False,,False,MIT License,Puppet,"['linux-puppet-module', 'puppet', 'hacktoberfest', 'centos-puppet-module', 'debian-puppet-module', 'redhat-puppet-module', 'sles-puppet-module', 'ubuntu-puppet-module']",The kafka module for managing the installation and configuration of Apache Kafka
puppet-etcd/puppet-etcd,1,2019-09-17T19:43:50Z,2019-12-05T01:24:46Z,2019-10-16T14:35:37Z,True,,False,Apache License 2.0,Puppet,[],etcd is a distributed key value store that provides a reliable way to store data across a cluster of machines.
puppetlabs/cpp-hocon,81,2015-07-28T00:23:00Z,2023-06-15T01:24:57Z,2022-09-19T18:39:47Z,False,,False,Other,C++,[],A C++ port of the Typesafe Config library.
puppetlabs/facter,600,2010-09-14T19:31:04Z,2023-06-13T00:01:56Z,2023-06-28T00:22:17Z,False,,False,Apache License 2.0,Ruby,[],Collect and display system facts
puppetlabs/hiera,296,2011-06-04T00:48:22Z,2023-06-25T18:22:52Z,2023-02-07T19:53:06Z,False,,False,Other,Ruby,[],Lightweight Pluggable Hierarchical Database
puppetlabs/leatherman,57,2015-02-23T19:50:46Z,2023-06-11T18:02:00Z,2022-10-11T22:12:34Z,False,,False,Other,C++,[],A collection of C++ and CMake utility libraries.
puppetlabs/puppet-resource_api,27,2017-08-31T12:11:51Z,2023-04-24T06:13:35Z,2023-06-23T08:59:41Z,False,,False,Apache License 2.0,Ruby,[],This library provides a simple way to write new native resources for https://puppet.com.
puppetlabs/puppetlabs-apache,365,2010-09-01T22:00:16Z,2023-06-29T20:40:51Z,2023-06-30T08:25:57Z,False,,False,Apache License 2.0,Ruby,"['module', 'supported', 'hacktoberfest']","Puppet module for the Apache httpd server, maintained by Puppet, Inc. "
puppetlabs/puppetlabs-concat,174,2010-05-06T21:49:50Z,2023-02-02T09:23:35Z,2023-06-15T12:24:00Z,False,,False,Apache License 2.0,Ruby,"['module', 'supported', 'hacktoberfest']",File concatenation system for Puppet
puppetlabs/puppetlabs-firewall,270,2011-05-07T12:04:03Z,2023-05-09T14:42:21Z,2023-07-02T06:40:28Z,False,,False,Apache License 2.0,Ruby,"['module', 'supported', 'hacktoberfest']",Puppet Firewall Module
puppetlabs-toy-chest/puppetlabs-git,48,2011-05-25T21:33:38Z,2023-05-17T21:54:29Z,2020-03-08T21:36:15Z,False,2020-06-05T17:22:27Z,False,Apache License 2.0,Ruby,['module'],module for installing git
puppetlabs/puppetlabs-haproxy,103,2012-08-28T00:48:30Z,2023-04-05T02:57:15Z,2023-06-30T05:37:12Z,True,,False,Apache License 2.0,Ruby,"['module', 'supported', 'hacktoberfest']",Puppet module to dynamically configure haproxy on Redhat family OSes using storeconfigs
puppetlabs/puppetlabs-inifile,70,2012-06-14T14:52:16Z,2023-06-20T10:57:46Z,2023-06-24T21:02:19Z,False,,False,Apache License 2.0,Ruby,"['module', 'supported', 'hacktoberfest']",Resource types for managing settings in INI files
puppetlabs/puppetlabs-java,103,2011-05-24T18:58:57Z,2022-12-14T22:23:52Z,2023-06-30T07:58:27Z,False,,False,Apache License 2.0,Ruby,"['module', 'supported', 'hacktoberfest']",Puppet Module to manage Java
puppetlabs/puppetlabs-mysql,386,2011-05-25T06:10:41Z,2023-06-07T12:23:13Z,2023-06-28T10:22:22Z,False,,False,Apache License 2.0,Ruby,"['module', 'supported', 'hacktoberfest']",MySQL Puppet Module / Manifests + Types & Providers
puppetlabs/puppetlabs-ntp,146,2011-06-16T19:17:38Z,2023-05-14T05:41:11Z,2023-06-29T16:20:49Z,False,,False,Apache License 2.0,Ruby,"['module', 'supported', 'hacktoberfest']",Puppet module to manage the NTP service
puppetlabs/puppetlabs-rsync,49,2012-04-09T21:33:02Z,2022-08-15T20:58:42Z,2023-06-13T14:05:54Z,False,,False,Apache License 2.0,Ruby,"['module', 'trusted-contributor']",rsync module
puppetlabs/puppetlabs-stdlib,355,2011-05-24T18:07:16Z,2023-05-10T11:09:58Z,2023-06-27T14:46:09Z,False,,False,Apache License 2.0,Ruby,"['module', 'supported', 'hacktoberfest']",Puppet Labs Standard Library module
puppetlabs/puppetlabs-tomcat,38,2014-05-28T21:55:19Z,2022-11-09T01:18:41Z,2023-06-20T11:06:41Z,False,,False,Apache License 2.0,Ruby,"['module', 'supported', 'hacktoberfest']",PuppetLabs Tomcat module
puppetlabs/puppetlabs-vcsrepo,226,2010-09-14T19:30:52Z,2023-05-11T13:13:01Z,2023-07-01T22:49:27Z,True,,False,GNU General Public License v2.0,Ruby,"['module', 'supported', 'hacktoberfest']",Support for source control repositories
puppetlabs/puppetlabs-xinetd,13,2012-06-07T18:31:35Z,2022-06-01T14:30:39Z,2022-06-09T16:41:35Z,False,,False,Apache License 2.0,Ruby,"['module', 'trusted-contributor']",Module for managing entries in xinetd
puppetlabs/ruby-hocon,34,2014-03-01T23:44:17Z,2023-06-22T20:18:54Z,2023-04-03T20:12:56Z,False,,False,Apache License 2.0,Ruby,[],A Ruby port of the Typesafe Config library.
puppetlabs/semantic_puppet,1,2013-12-11T18:45:31Z,2021-12-16T17:45:49Z,2023-04-11T16:09:05Z,False,,False,Other,Ruby,[],
purcell/airspeed,85,2008-05-05T08:01:37Z,2023-05-15T16:03:14Z,2023-06-27T15:29:42Z,False,,False,Other,Python,[],"A lightweight Python template engine compatible with Velocity, used in OpenStack"
PureStorage-OpenConnect/rest-client,35,2014-10-18T17:48:16Z,2023-05-30T16:30:35Z,2023-01-03T09:34:14Z,False,,False,"BSD 2-Clause ""Simplified"" License",Python,"['python', 'python3', 'flasharray', 'purestorage']",Pure Storage FlashArray Python REST 1.X Client
putdotio/go-putio,16,2017-01-17T14:50:42Z,2023-05-21T15:27:59Z,2022-11-11T14:25:58Z,True,,False,MIT License,Go,[],Put.io Go API client
puyuan/py-nanoid,363,2017-09-13T07:20:24Z,2023-07-01T11:34:38Z,2022-08-14T22:22:57Z,False,,False,MIT License,Python,[],Python Nanoid
pvanek/qlipper,85,2013-05-15T19:12:37Z,2023-06-24T09:36:46Z,2023-05-28T02:11:51Z,False,,False,GNU General Public License v2.0,C++,[],cross-platform clipboard history applet
pvorb/clone,759,2011-09-03T01:46:56Z,2023-06-10T06:18:34Z,2021-11-06T19:54:07Z,False,,False,MIT License,JavaScript,[],deeply clone arbitrary objects in javascript
pwr-Solaar/Solaar,4074,2012-09-11T22:40:27Z,2023-07-02T06:59:21Z,2023-06-30T17:52:12Z,False,,False,GNU General Public License v2.0,Python,[],Linux device manager for Logitech devices
